0.8962 0.30 0.39 -0.12 5.33 4.33 5.26
0.9039 -0.22 0.39 -0.13 5.52 4.33 5.26
0.9115 -0.28 0.39 -0.13 5.29 4.33 5.26
0.9192 -0.25 0.39 -0.13 5.21 4.33 5.26
0.9268 0.02 0.39 -0.13 5.08 4.33 5.26
0.9344 0.00 0.39 -0.13 5.28 4.33 5.26
0.9421 -0.19 0.39 -0.13 5.18 4.33 5.26
0.9497 -0.24 0.39 -0.13 5.44 4.33 5.26
0.9574 -0.60 0.39 -0.14 5.41 4.33 5.26
0.9649 0.12 0.39 -0.13 5.47 4.33 5.27
0.9725 -0.57 0.39 -0.14 5.23 4.33 5.27
0.9854 -0.09 0.39 -0.14 5.16 4.33 5.27
0.9936 -0.42 0.40 -0.14 5.55 4.33 5.27
1.0012 -0.21 0.40 -0.14 5.53 4.33 5.28
1.0088 -0.82 0.40 -0.16 5.49 4.33 5.28
1.0164 -0.18 0.40 -0.16 5.36 4.33 5.28
1.0241 0.01 0.40 -0.15 5.00 4.33 5.28
1.0317 0.09 0.39 -0.15 5.38 4.33 5.28
1.0393 -0.02 0.40 -0.15 5.42 4.33 5.28
1.0468 0.23 0.40 -0.14 5.55 4.33 5.29
1.0545 -0.62 0.40 -0.15 5.18 4.33 5.29
1.0622 -0.09 0.39 -0.15 5.04 4.33 5.28
1.0698 -0.29 0.40 -0.15 5.18 4.33 5.28
1.0774 0.19 0.40 -0.14 5.16 4.33 5.28
1.0850 0.15 0.39 -0.14 5.26 4.33 5.28
1.0925 -0.30 0.40 -0.14 5.59 4.33 5.28
1.1001 -0.54 0.39 -0.15 5.46 4.33 5.29
1.1077 -0.27 0.40 -0.15 5.29 4.33 5.29
1.1153 -0.36 0.39 -0.16 5.03 4.33 5.28
1.1229 -0.14 0.39 -0.16 5.31 4.33 5.28
1.1305 -0.39 0.39 -0.16 5.10 4.33 5.28
1.1381 0.03 0.39 -0.16 5.02 4.33 5.28
1.1456 -0.26 0.39 -0.16 4.99 4.33 5.27
1.1532 -0.09 0.39 -0.16 5.04 4.34 5.27
1.1608 0.06 0.39 -0.16 5.22 4.34 5.27
1.1684 -0.15 0.39 -0.16 5.09 4.34 5.26
1.1760 -0.09 0.39 -0.15 5.23 4.34 5.26
1.1836 -0.18 0.39 -0.15 5.18 4.34 5.26
1.1912 -0.26 0.39 -0.16 5.49 4.34 5.27
1.1988 0.21 0.39 -0.15 5.17 4.34 5.27
1.2064 -0.25 0.39 -0.15 5.51 4.34 5.27
1.2141 -0.15 0.39 -0.15 5.21 4.34 5.27
1.2217 -0.20 0.39 -0.15 5.34 4.34 5.27
1.2293 -0.04 0.39 -0.15 5.30 4.34 5.27
1.2369 -0.09 0.39 -0.15 4.88 4.34 5.26
1.2446 -0.31 0.39 -0.15 5.49 4.34 5.27
1.2522 -0.29 0.39 -0.16 5.33 4.34 5.27
1.2597 -0.15 0.39 -0.15 5.13 4.34 5.27
1.2673 -0.21 0.39 -0.16 5.23 4.34 5.27
1.2749 -0.66 0.39 -0.16 5.52 4.34 5.27
1.2825 -0.28 0.40 -0.16 5.03 4.34 5.27
1.2901 -0.15 0.40 -0.16 5.26 4.34 5.27
1.2976 -0.44 0.40 -0.17 5.43 4.34 5.27
1.3054 -0.34 0.40 -0.17 4.87 4.34 5.26
1.3130 -0.33 0.40 -0.18 5.12 4.34 5.26
1.3206 0.25 0.40 -0.17 4.92 4.34 5.25
1.3281 -0.03 0.40 -0.17 5.33 4.34 5.25
1.3357 -0.41 0.40 -0.17 5.18 4.34 5.25
1.3433 -0.26 0.40 -0.17 5.23 4.34 5.25
1.3509 -0.28 0.40 -0.17 5.16 4.34 5.25
1.3585 0.00 0.40 -0.17 5.16 4.34 5.25
1.3661 -0.36 0.40 -0.18 5.18 4.34 5.25
1.3737 -0.12 0.40 -0.17 5.34 4.34 5.25
1.3813 -0.01 0.40 -0.17 5.09 4.34 5.25
1.3890 0.02 0.40 -0.17 4.80 4.34 5.24
1.3967 0.11 0.40 -0.16 5.06 4.34 5.23
1.4044 -0.04 0.40 -0.16 5.56 4.34 5.24
1.4120 -0.46 0.40 -0.17 5.38 4.34 5.24
1.4196 0.19 0.39 -0.16 5.16 4.34 5.24
1.4273 -0.59 0.40 -0.17 5.28 4.34 5.24
1.4349 -0.38 0.40 -0.17 5.16 4.34 5.24
1.4425 -0.43 0.40 -0.18 5.54 4.34 5.25
1.4501 -0.04 0.39 -0.18 5.10 4.34 5.24
1.4576 -0.30 0.39 -0.18 5.21 4.34 5.24
1.4652 -0.21 0.39 -0.18 5.07 4.34 5.24
1.4728 -0.06 0.39 -0.18 5.24 4.34 5.24
1.4804 0.11 0.40 -0.17 5.33 4.34 5.24
1.4881 -0.16 0.40 -0.17 5.42 4.34 5.24
1.4957 0.02 0.39 -0.17 5.42 4.34 5.25
1.5033 -0.23 0.39 -0.17 5.24 4.34 5.25
1.5109 -0.46 0.39 -0.17 5.45 4.34 5.25
1.5185 0.05 0.40 -0.17 5.16 4.34 5.25
1.5261 -0.45 0.40 -0.17 5.43 4.34 5.26
1.5338 -0.49 0.40 -0.18 5.30 4.34 5.26
1.5414 -0.17 0.40 -0.18 5.03 4.34 5.25
1.5490 0.03 0.40 -0.17 5.38 4.34 5.26
1.5565 -0.06 0.40 -0.17 5.27 4.34 5.26
1.5641 -0.76 0.40 -0.18 5.38 4.34 5.26
1.5717 -0.18 0.40 -0.18 5.00 4.34 5.26
1.5793 -0.40 0.40 -0.19 5.11 4.34 5.25
1.5869 0.06 0.40 -0.18 5.27 4.34 5.25
1.5946 -0.33 0.40 -0.18 5.04 4.34 5.25
1.6022 -0.04 0.40 -0.18 4.91 4.35 5.24
1.6098 -0.51 0.40 -0.19 5.14 4.35 5.24
1.6174 -0.32 0.40 -0.19 5.25 4.35 5.24
1.6249 -0.06 0.40 -0.19 5.24 4.35 5.24
1.6327 -0.27 0.40 -0.19 4.86 4.34 5.23
1.6403 0.10 0.40 -0.19 5.02 4.34 5.23
1.6480 -0.03 0.40 -0.18 5.14 4.34 5.23
1.6555 -0.06 0.40 -0.18 4.99 4.34 5.22
1.6634 0.27 0.40 -0.17 5.11 4.34 5.22
1.6711 0.27 0.39 -0.16 5.24 4.35 5.22
1.6787 0.04 0.40 -0.16 5.31 4.35 5.22
1.6863 -0.40 0.40 -0.16 5.04 4.34 5.22
1.6940 -0.18 0.39 -0.17 5.63 4.35 5.23
1.7016 0.01 0.39 -0.16 4.94 4.35 5.22
1.7093 0.12 0.39 -0.16 5.42 4.35 5.23
1.7168 0.17 0.39 -0.15 5.12 4.35 5.22
1.7246 -0.13 0.39 -0.15 5.18 4.35 5.22
1.7322 -0.10 0.39 -0.15 5.02 4.35 5.22
1.7398 0.31 0.39 -0.14 5.26 4.35 5.22
1.7474 -0.27 0.39 -0.14 5.33 4.35 5.22
1.7550 0.04 0.39 -0.14 5.43 4.35 5.23
1.7626 -0.21 0.39 -0.14 5.24 4.35 5.23
1.7701 -0.05 0.39 -0.14 5.24 4.35 5.23
1.7777 -0.49 0.39 -0.15 5.21 4.35 5.23
1.7853 -0.39 0.40 -0.15 5.35 4.35 5.23
1.7929 0.09 0.40 -0.14 5.05 4.35 5.23
1.8005 -0.36 0.40 -0.15 5.18 4.35 5.23
1.8081 -0.21 0.40 -0.15 5.52 4.35 5.23
1.8157 -0.46 0.40 -0.15 5.47 4.35 5.24
1.8233 -0.17 0.40 -0.15 4.86 4.35 5.23
1.8309 -0.06 0.40 -0.15 5.21 4.35 5.23
1.8385 -0.05 0.40 -0.15 5.47 4.35 5.23
1.8462 -0.18 0.40 -0.15 5.30 4.35 5.24
1.8538 -0.03 0.40 -0.15 5.26 4.35 5.24
1.8614 -0.09 0.40 -0.15 4.98 4.35 5.23
1.8690 0.06 0.40 -0.14 5.22 4.35 5.23
1.8765 -0.43 0.40 -0.15 5.33 4.35 5.23
1.8841 0.12 0.40 -0.14 5.17 4.35 5.23
1.8917 -0.50 0.40 -0.15 5.11 4.35 5.23
1.8993 0.00 0.40 -0.15 4.83 4.35 5.22
1.9069 -0.32 0.40 -0.15 5.27 4.35 5.22
1.9146 -0.15 0.40 -0.15 5.01 4.35 5.22
1.9222 -0.42 0.40 -0.16 5.22 4.35 5.22
1.9297 0.08 0.40 -0.15 5.29 4.35 5.22
1.9373 -0.22 0.40 -0.15 4.99 4.35 5.22
1.9449 -0.18 0.40 -0.16 5.69 4.35 5.23
1.9525 0.03 0.40 -0.15 5.31 4.35 5.23
1.9601 -0.40 0.39 -0.16 5.28 4.35 5.23
1.9677 -0.04 0.40 -0.16 5.32 4.35 5.23
1.9753 -0.03 0.40 -0.15 5.16 4.36 5.23
1.9829 -0.15 0.40 -0.15 4.99 4.36 5.23
1.9905 -0.12 0.40 -0.15 5.34 4.35 5.23
1.9982 -0.40 0.40 -0.15 4.96 4.35 5.22
2.0058 0.65 0.40 -0.14 5.28 4.35 5.23
2.0134 -0.14 0.40 -0.14 5.03 4.35 5.22
2.0210 -0.25 0.40 -0.14 5.26 4.36 5.22
2.0286 -0.21 0.40 -0.14 5.03 4.36 5.22
2.0362 -0.43 0.40 -0.15 5.50 4.36 5.23
2.0438 -0.39 0.40 -0.15 5.44 4.36 5.23
2.0513 0.01 0.40 -0.15 5.00 4.36 5.23
2.0589 0.31 0.40 -0.14 5.14 4.36 5.22
2.0665 -0.14 0.40 -0.14 5.18 4.36 5.23
2.0740 -0.04 0.40 -0.14 5.19 4.36 5.22
2.0816 -0.05 0.40 -0.13 5.43 4.36 5.23
2.0892 0.00 0.40 -0.13 5.01 4.36 5.23
2.0968 -0.07 0.40 -0.13 5.26 4.36 5.23
2.1046 -0.14 0.40 -0.13 5.23 4.36 5.23
2.1122 -0.63 0.40 -0.14 5.16 4.36 5.23
2.1198 0.24 0.40 -0.13 5.20 4.36 5.23
2.1274 0.03 0.40 -0.13 5.35 4.37 5.23
2.1350 -0.31 0.40 -0.13 5.35 4.36 5.23
2.1426 0.11 0.40 -0.12 5.09 4.36 5.23
2.1502 -0.36 0.40 -0.13 5.24 4.36 5.23
2.1579 -0.66 0.40 -0.14 5.38 4.36 5.23
2.1655 -0.13 0.40 -0.14 5.09 4.36 5.23
2.1731 -0.11 0.40 -0.14 4.95 4.36 5.22
2.1807 -0.28 0.40 -0.14 4.97 4.36 5.22
2.1883 -0.10 0.40 -0.14 5.25 4.36 5.22
2.1959 -0.13 0.40 -0.14 5.09 4.36 5.22
2.2034 -0.38 0.40 -0.15 5.23 4.36 5.22
2.2110 -0.15 0.40 -0.15 5.14 4.36 5.21
2.2186 -0.39 0.40 -0.15 4.88 4.36 5.21
2.2262 -0.30 0.40 -0.16 5.46 4.36 5.21
2.2337 -0.02 0.40 -0.15 5.59 4.36 5.22
2.2450 0.00 0.40 -0.15 5.46 4.36 5.23
2.2526 -0.03 0.40 -0.15 5.26 4.36 5.23
2.2602 -0.03 0.40 -0.15 5.35 4.36 5.23
2.2678 -0.06 0.40 -0.14 5.33 4.37 5.23
2.2754 -0.28 0.40 -0.15 5.55 4.37 5.24
2.2830 -0.25 0.40 -0.15 5.35 4.37 5.24
2.2907 -0.40 0.40 -0.15 5.02 4.37 5.24
2.2982 -0.26 0.40 -0.15 5.30 4.37 5.24
